age[Gyr],M_mag[MJ],B_planet[T]
0.002,17.81178744034432,0.015208618210171802
0.10298989898989898,4.074785661930263,0.003479261114480355
0.20397979797979796,3.15034973199314,0.002689930275828316
0.30496969696969695,2.719538837806236,0.002322081825333631
0.4059595959595959,2.451462032623638,0.002093184091477341
0.5069494949494949,2.2622820217351496,0.0019316524895403968
0.6079393939393939,2.1198117841336908,0.0018100040891622727
0.7089292929292929,2.0071212846493456,0.0017137831574724522
0.8099191919191918,1.9143212158522778,0.001634545696272152
0.9109090909090908,1.8355931347208607,0.0015673236203094037
1.0118989898989899,1.7663256223635526,0.001508179463478488
1.1128888888888888,1.705908193767335,0.0014565919623454504
1.2138787878787878,1.6525490882806726,0.00141103121971359
1.3148686868686867,1.6049321014631406,0.0013703733926846017
1.4158585858585857,1.5620647905674365,0.0013337710827090845
1.5168484848484847,1.5222045004782745,0.0012997363214172642
1.6178383838383836,1.4856988640858788,0.0012685659356111913
1.7188282828282826,1.452202364390097,0.0012399649051443448
1.8198181818181816,1.4213109025977464,0.0012135881897289216
1.9208080808080805,1.392693367541612,0.0011891530696578648
2.0217979797979795,1.3660754140274087,0.0011664252949250113
2.1227878787878782,1.3412274567050753,0.0011452088337762525
2.2237777777777774,1.3179556399898547,0.0011253381623647345
2.324767676767676,1.295981810000181,0.0011065757786316336
2.4257575757575753,1.27478428092387,0.0010884762404578053
2.526747474747474,1.2547773623248906,0.0010713933066111624
2.6277373737373733,1.23585046167939,0.001055232547519277
2.728727272727272,1.2179070164627097,0.0010399115131430466
2.829717171717171,1.2008622719600066,0.001025357835557361
2.93070707070707,1.1846414762295359,0.0010115076877181195
3.031696969696969,1.1691784024964849,0.0009983045218062564
3.132686868686868,1.154414130847988,0.0009856980289764208
3.233676767676767,1.140296036978677,0.0009736432758960322
3.3346666666666662,1.1267769475413063,0.0009620999835402953
3.435656565656565,1.1138144305237998,0.0009510319212797061
3.536646464646464,1.1013701957973077,0.0009404063950372189
3.637636363636363,1.0894095861234825,0.0009301938126841377
3.738626262626262,1.0779273950300197,0.0009203897286672146
3.839616161616161,1.0670179068216439,0.0009110746477644555
3.94060606060606,1.05649782771924,0.0009020920643406901
4.041595959595959,1.0463438002714855,0.0008934220346052849
4.142585858585858,1.0365344074980576,0.0008850462716413294
4.243575757575757,1.0270499690115535,0.0008769479713240698
4.344565656565655,1.017872362833474,0.0008691116601782511
4.445555555555555,1.008984869152237,0.0008615230619706903
4.546545454545454,1.0003720328907049,0.0008541689803633797
4.6475353535353525,0.9920195424567476,0.000847037195384493
4.748525252525251,0.9839141224654868,0.0008401163718291342
4.849515151515151,0.9760434385640475,0.0008333959779938246
4.95050505050505,0.9683960127730158,0.0008268662133906954
5.051494949494948,0.9609611479942574,0.0008205179442883888
5.152484848484848,0.9537288605313998,0.0008143426460945828
5.253474747474747,0.9466898196339766,0.0008083323517356791
5.3544646464646455,0.9398352932147459,0.0008024796053074632
5.455454545454544,0.933157099006637,0.0007967774203703997
5.556444444444444,0.9266475605247113,0.0007912192423476938
5.657434343434343,0.9202994672826879,0.0007857989145561198
5.758424242424241,0.9141060387851763,0.0007805106474607412
5.85941414141414,0.9080608918780613,0.0007753489907969934
5.96040404040404,0.9021580110919835,0.000770308808248426
6.0613939393939384,0.8961691483255676,0.0007651952098724859
6.162383838383837,0.8901884841166213,0.0007600886118456602
6.263373737373736,0.8843439854632792,0.0007550982789581694
6.364363636363636,0.8786304305700929,0.0007502197525730799
6.465353535353534,0.8730428767018089,0.0007454488123293725
6.566343434343433,0.8675766411883313,0.0007407814599230068
6.667333333333333,0.8622272839919977,0.000736213904221966
6.768323232323231,0.8569905916872149,0.0007317425475872472
6.86931313131313,0.8518625627188346,0.0007273639732857064
6.970303030303029,0.8468393938200873,0.0007230749338929941
7.0712929292929285,0.841917467483532,0.0007188723405956078
7.172282828282827,0.8370933403896581,0.0007147532533106399
7.273272727272726,0.832363732707595,0.0007107148715501734
7.374262626262625,0.827725518191114,0.0007067545259647404
7.475252525252524,0.8231757150008249,0.000702869670506843
7.576242424242423,0.8187114771903151,0.0006990578751613815
7.677232323232322,0.8143300868000528,0.0006953168191950227
7.778222222222221,0.8100289465083209,0.0006916442848811912
7.87921212121212,0.8058055727932826,0.0006880381516614894
7.980202020202019,0.8016575895645618,0.0006844963907080143
8.08119191919192,0.797582722226639,0.0006810170598543798
8.182181818181817,0.7935787921397822,0.0006775982988661762
8.283171717171717,0.7896437114473598,0.0006742383250242632
8.384161616161617,0.7857754782411579,0.0006709354289966709
8.485151515151514,0.7819721720388536,0.0006676879709770334
8.586141414141414,0.7782319495500228,0.0006644943770693898
8.687131313131312,0.7745530407091484,0.0006613531359009626
8.788121212121212,0.7709337449558833,0.0006582627954460554
8.889111111111111,0.7673724277445293,0.0006552219600456668
8.990101010101009,0.7638675172661755,0.000652229287608684
9.091090909090909,0.7604175013683141,0.0006492834869816929
9.192080808080808,0.7570209246579973,0.0006463833154755046
9.293070707070706,0.7536763857757107,0.0006435275765374484
9.394060606060606,0.7503825348281642,0.0006407151175593574
9.495050505050504,0.747138070969161,0.0006379448278119895
9.596040404040403,0.7440056520187626,0.0006352702077576871
9.697030303030303,0.7440056520187626,0.0006352702077576871
9.7980202020202,0.7440056520187626,0.0006352702077576871
9.8990101010101,0.7440056520187626,0.0006352702077576871
10.0,0.7440056520187626,0.0006352702077576871
