,name,pow_received_kinetic,pow_received_magnetic,pow_received_spi,freq_max_planet,freq_max_star
1343,LP 714-47 b,0.0395629432214455,6869058.952089302,167134.4700496419,3.2080748138841004,1318.4865463562114
1595,TOI-4860 b,0.05181000628873582,6334195.876032909,2969240.5848077545,10.558114974101567,225.23324202765968
1599,TOI-5205 b,0.0969357244742414,6318903.197108992,2418293.612727013,7.909253554637946,206.665589778362
267,Gl 378 b,0.23445903219469721,6294949.227512813,592050.6196668275,3.815565823327396,405.6881681096035
1336,LHS 2397a B,0.05106841375042954,6250341.640744583,586793.1416252581,188.17284796592352,20043.59805640041
1248,Kepler-42 b,0.0012359176494254314,6110603.157702885,1687357.3506541764,18.747289197660674,678.9151362939301
206,GJ 3988 b,0.03341293727329281,6082657.051503532,152517.49093058865,2.6447949726349274,1054.7892370849693
133,GD 552 b,150.30511262871585,5820921.257756756,1274480213.4378808,702.4543673509255,32.08313096118831
1321,Lalande 21185 b,0.4989347873578344,5773872.884840655,109137.6961382168,1.8787370038738256,993.9360118685287
202,GJ 3929 b,0.020062286810839533,5386653.346587593,352374.6318006815,4.113482434855703,628.8166605698856
1433,Ross 128 b,0.12971435311479915,4685743.668096426,163212.68897105774,2.2609331279211005,649.1010689753656
196,GJ 357 b,0.04295980143593227,4678733.270685438,400308.5770909666,4.512345053669746,527.3946185424846
1643,TRAPPIST-1 f,0.0036556341277499834,4627935.347593546,45412.4783116388,1.1942672326966932,1217.0645043288107
1332,LHS 1678 b,0.01849579986721686,4207297.115572705,581334.3339644265,2.8362143415006207,205.26564011393322
706,HD 260655 b,0.07139957839127072,4141113.4381262744,578353.6689764762,5.382602572777216,385.40375970412344
1565,TOI-263 b,0.01664989730569326,3011829.449371089,27950988.559269782,238.3241828036581,256.8037229678967
1483,TOI-1266 b,0.006490907859948987,2725860.109523708,20068.98168924102,1.1499391071910332,1561.8994472219733
1317,L 98-59 b,0.02567902943947849,2698462.1695336243,583317.095434576,4.468486957684301,206.7150629518606
1611,TOI-6086 b,0.005317930139633696,2623995.3327400344,719917.197024491,8.264568203187238,301.2317038946531
1508,TOI-1634 b,0.04786615921082822,2031686.358614782,1933046.2961401944,15.005134861832127,157.70821355304187
1434,Ross 508 b,0.033451177048149684,1976105.2648201552,133878.84882943367,3.1644915319288125,467.0915855192582
1458,Teegarden's d,0.013346441514512768,1863121.894233092,7335.2416082963955,0.7283870430200478,1850.0738214150408
1406,Oph 11 b,7.858297936591236e-08,1834720.1475566572,1745.3264038253415,178.9614084191592,1881276.1953414252
1644,TRAPPIST-1 g,0.0034410278788420618,1775790.4818911203,19052.48256536687,1.3057903218941385,1217.0645043288107
154,GJ 176 b,0.1909125937762819,1695047.1250820842,53455.8496207728,2.2389471906924863,709.9542941918062
1318,L 98-59 c,0.046230899279763774,1631924.0559811788,345915.32551665575,4.381693377710311,206.7150629518606
1355,LTT 1445A b,0.07695538418817974,1489987.5493693263,226115.35890591535,3.8299170126917033,252.37244792393076
1323,Lalande 21185 d,2.6574912772550165,1437506.7665987117,742589.4965810956,51.344902148437235,993.9360118685287
139,GJ 1132 c,0.020280966279060925,1226921.5284362347,78381.49560516774,3.2137403525543435,503.0533284559084
199,GJ 3634 b,0.07180803451171426,1130102.3329155322,367783.0063169416,5.334888749348657,163.92737342214784
217,GJ 436 b,0.5758763064071755,1047368.6704246695,1532603.3379245906,5.93639143654345,40.56881681096035
1538,TOI-2015 b,0.009529233084941446,1046203.6017001566,155763.3600571286,3.810201858498857,255.91685400880652
1250,Kepler-42 d,0.0006003740183466763,1043273.519932819,161282.30561159455,10.495521682860884,678.9151362939301
1007,K2-18 c,0.01238386106164046,1004409.538625523,78744.36299653367,4.293730241012566,547.6790269479648
178,GJ 3222 Ab,601.7973958921078,866202.3307464371,5120005.162966625,4.742224050957246,8.022893327476424
222,GJ 581 c,0.054841051419450386,851480.324199301,35627.95390334289,1.6974954020379043,405.6881681096035
1584,TOI-4479 b,0.012677158239746153,798483.3618101123,316003.6701501677,7.828707062134681,197.81708011901551
167,GJ 273 b,0.1906202404444572,784395.9164325658,11773.734872375722,1.3396580260887123,892.5139698411278
707,HD 260655 c,0.08140650693232855,764000.8368368823,56282.67039366861,2.8392053686374537,385.40375970412344
1566,TOI-269 b,0.013610435099344693,735209.6035226502,238533.48121798979,6.301630291441653,194.22929999009827
1484,TOI-1266 c,0.0037476632531061697,677955.1009546319,4327.898037052934,0.9970780575568523,1561.8994472219733
1500,TOI-1468 b,0.01021234379759387,668319.295138609,276668.82443292794,8.487418727404277,205.0214986481131
173,GJ 3090 b,0.062277609879439796,655749.9559787785,170386.29509283789,3.9119107898626266,150.55408810007953
204,GJ 393 b,0.05815530219903456,643419.9615749775,30852.707644956437,2.6261822621011,547.6790269479648
1513,TOI-1696 b,0.005569560100787088,621295.6828089938,220994.846563421,10.872900446997303,305.67618260694485
130,G 264-012 c,0.017260736690782822,607519.9621966502,16409.51458144065,2.3559495320927186,872.2295614356477
1347,LP 890-9 c,0.0007037817470766541,590366.1575883564,32196.64269609028,6.8752099140828715,1260.6566771271969
259,GJ 9066 c,0.7306138302776459,562974.05010045,19760.318172527033,1.6467866770299655,469.17167887912626
1608,TOI-5720 b,0.00532641622423879,548958.8884486225,179813.91079044243,7.622286624678043,232.7029079411175
197,GJ 357 c,0.05094324993475816,492584.54348435934,21413.755257941044,2.2927027319895057,527.3946185424846
34,AL Com b,4.740330023105273,450710.9252260955,100438889.9992252,879.5562980517135,39.4693363184704
220,GJ 536 b,0.0992473390107992,449687.65321472957,22683.43233211853,2.353357947452976,466.5413933260441
1344,LP 791-18 c,3.112068261898796,427373.07982872456,7103.417217291004,2.9192817098406634,1756.369331911591
1807,WASP-80 b,0.23139216682920827,386072.1699335586,123404.75121196477,3.105712454638904,97.16231626225004
768,HD 41004 B b,3.217125791192135,385662.50684339734,4195216.89533173,56.26857144927885,51.72719042434577
224,GJ 625 b,0.07628723177956893,349763.557101754,10234.09018601449,1.7212146212837132,588.2478437589252
1322,Lalande 21185 c,0.5370123289412027,321720.31542616314,279953.4481937858,86.48997295616407,993.9360118685287
1586,TOI-4481 c,0.09338354688366957,266789.7902924607,20122.3430558283,2.6008817694734976,344.834942893163
213,GJ 4276 c,0.0080491048261977,266275.2098735335,18160.104258782656,2.90515455966413,425.97257651508374
227,GJ 667 C b,1.6377544728445041,255538.56451461025,28533.026518780378,2.952859136057318,264.4547308520824
188,GJ 3341 b,0.22411152387397354,240915.08057900573,26687.436843909287,1.9067522999164157,172.12795168952542
942,HIP 57050 b,0.8206522562157145,236681.3973785549,4013.6948937121483,0.8255698403757123,486.8258017315242
988,K2-137 b,0.012313705808830826,233865.030547599,6328062.202273835,487.7166549048801,180.2445468328645
1840,Wolf 1069 b,0.010585986815299167,233036.43040186944,2370.2588987634954,1.2791633332489967,1257.6333211397712
1567,TOI-270 b,0.011195875859265897,225308.71765227534,40095.848722332914,3.826174469468137,215.0024231185754
209,GJ 414 A b,0.026983268530502584,224709.48268480273,2476.408954279936,0.7376956994627915,669.3854773808458
1319,L 98-59 d,0.0455517894039755,219339.32761232633,20412.118849606362,1.9237281699135262,206.7150629518606
1474,TOI-1201 b,0.02295944372266384,217425.7238129483,58584.062066958875,4.403601630254165,163.43289250710595
1314,L 168-9 b,0.044241327659610766,195567.32606103146,217758.95871458482,9.955180302021757,89.40656235749391
274,GW Lib b,2955.1434409615404,195355.0991495971,235311681.34313866,946.5836805507731,7.858511218477546
694,HD 238090 b,0.07351316508367,190105.9718298676,9844.790437228623,2.205933200010329,425.97257651508374
1838,Wolf 1061 c,0.20152386951055284,186072.10797992788,5147.7599267000405,1.2907055844015498,466.5413933260441
346,HATS-71A b,0.04706652345742969,184474.74930026502,10435.898982004848,0.9824737384371311,173.67128304404642
207,GJ 3998 b,0.026275570427481482,182688.8359341748,73225.45783923534,5.543238126513256,138.29721937170723
255,GJ 887 b,0.6193696034835832,175354.5303407411,25079.42868383674,2.083748481971511,145.69500007782764
1333,LHS 1678 c,0.007782472146125486,136608.03731508323,14449.084145889887,2.1711024948154343,205.26564011393322
132,G 9-40 b,0.0024935800899927234,134112.0293051259,16572.65260742268,2.3847396179844105,192.98194266678573
997,K2-146 b,0.0025480916314562893,131337.60991372194,32230.139923970033,5.646371415199208,230.08926678779298
576,HD 189733 b,539.6148462084868,129364.2924320902,98388.71421254841,4.99848305119069,65.72148323375578
1645,TRAPPIST-1 h,0.0014329102900515808,123906.84716668137,642.4502219541857,0.6310412853026411,1217.0645043288107
1612,TOI-620 b,0.031931416483955186,119976.84275853816,34137.704766885254,2.871546887035383,100.92041386268278
1557,TOI-2427 b,0.05695313461418855,113410.45489337934,148836.79040803306,8.564576769746017,65.26024545163406
120,EG Cnc b,12.764573898053799,107780.46548475903,50649304.306246236,917.8454152747769,19.531523178131312
169,GJ 273 d,0.11991633697594528,107403.92913433064,9884.687424785703,8.21405854072635,892.5139698411278
1568,TOI-270 c,0.029810729842295193,105451.97620962285,11219.084056737283,2.2874206288695205,215.0024231185754
212,GJ 4276 b,0.02566549836954232,98820.67078035623,3257.727682188658,1.4042635446695069,425.97257651508374
1353,LSPM J2116+0234 b,0.06395036537159221,96306.51691777344,1895.6160210992173,1.2776356419502604,649.1010689753656
345,HATS-6 b,0.04872496759054373,89586.07695033577,6437.186817760333,0.809397928299214,112.64359283157201
170,GJ 273 e,0.09811486700954154,89175.72206682325,7259.242505495738,7.265402731210269,892.5139698411278
1630,TOI-833 b,0.016557023008060785,78545.94714851883,95602.20927515108,10.27210323975093,84.3947105711204
1582,TOI-4438 b,0.022143791213097275,74214.89801387434,6242.549781493112,1.8129170331401456,215.52964322525682
214,GJ 433 b,0.11721223860022685,73230.57219552173,10555.744791505902,2.2942549021703202,159.1641353280053
119,EF Eri b,2269.6052315315014,67762.92848484695,119583213.14506236,1028.446289386819,5.827785566665282
269,Gl 686 b,0.12659595340080734,65819.4185790388,2031.2049537402456,1.314562823942176,425.97257651508374
1393,NSV 1440 b,773392368.998583,64919.28530088074,12328571.015205394,1172.7516754416845,61.75427834351995
225,GJ 649 b,0.14018301282645532,63516.72056058376,5427.537428724063,9.359892612377449,1095.3580538959295
1382,NGTS-1 b,0.038575332111854974,59291.169454274015,9601.271683876104,1.339472822509659,82.71707406445654
999,K2-155 b,0.001768600040882997,56060.12183409025,1488.7373190029537,2.693372293812247,1014.220420274009
240,GJ 687 b,1.1073845593663256,54926.97026086204,571.5075615796103,0.6753807235079917,649.1010689753656
203,GJ 3929 c,0.025569155649668728,54718.197871727,1234.603755571339,1.4187956491647264,628.8166605698856
1556,TOI-2411 b,0.029483128236902294,52467.47780098305,119258.6588745374,13.904917856125056,61.1742556746544
1357,LTT 1445A d,0.05504138929437857,51901.45460012465,3391.381166803744,1.6490697100950262,252.37244792393076
128,EZ Lyn b,598.1340223621918,51670.69280952819,76630695.81213427,1103.7999474597502,7.442723494014642
1334,LHS 1678 d,0.006447998127450966,51572.67821007839,6889.029597937847,2.7419190146076273,205.26564011393322
1038,K2-266 Ab,0.12090012580777747,51460.05541812895,177095.3321507086,11.680451569813425,33.94085421629591
146,GJ 15A b,0.3140514841418709,50369.36676645131,9960.872790952322,2.005687432041417,101.42204202740088
1192,Kepler-1971 b,0.0005638483537125714,49685.01027545485,55741.29092432604,24.511173833793748,218.48039462323007
264,GJ 9827 b,0.04057760889635072,48423.3078972916,127307.56399587322,13.001494463445498,49.45310001758902
1564,TOI-260 b,0.035066162236245875,46396.58257269122,58495.60261593179,9.387713364580229,74.4599249875709
271,Gliese 49 Ab,0.11482940955250819,45732.70240282539,9247.6231524236,2.5166560567074687,124.4573666061503
1614,TOI-663 b,0.007181720339988767,44141.172677165145,11800.232773371585,3.6942219456534926,138.1898916255632
970,HS Psc b,127.7134108690258,42582.23947432894,27677.819969491055,6.839547896924772,105.22623052105537
156,GJ 179 b,0.09071750013096415,41803.92543109734,1672.6536710342336,3.32763103753109,831.6607446246875
998,K2-146 c,0.0023247886292302278,41439.203890526995,7695.6101031128455,4.272951987175467,230.08926678779298
1839,Wolf 1061 d,0.4627621864659025,38547.042626947325,220.45864760595256,0.26682483950909974,466.5413933260441
241,GJ 687 c,0.16534242965090457,37293.41755085633,5323.521044760583,9.265718799181505,649.1010689753656
1577,TOI-4184 b,0.0005439268816553352,35820.92737268779,77048.03121707482,58.25813011756174,270.8518588788158
172,GJ 3082 b,0.053390618959632014,34249.91460242971,5308.169402262519,2.2843396315514517,147.39250271522067
149,GJ 163 b,0.24034856719432568,32299.32617238791,3270.2024394585183,2.1058596582391544,207.9927748632046
1020,K2-22 b,0.008151395442568824,30960.236662965388,631850.3832690122,193.3092339984273,94.72020263347338
239,GJ 685 b,0.06305084577544913,30740.284077232565,179.6952319059908,0.8774507362626117,1501.0462220055329
1439,SDSS 1604+1000 b,0.0003189070511025337,29629.338221627557,752000.408077734,644.2399122081355,253.83499862028438
1320,L 98-59 e,0.02675741384406037,29481.10146960105,2817.5296410428173,1.9755904226219556,206.7150629518606
1446,SSS J1222-3115 b,22.584920324493236,28107.944215878695,27388422.48349625,567.860288953048,5.827785566665282
66,BW Scl b,1307421.9287727694,27401.494654433318,32963100.592787057,1259.9330856288313,10.473544384461396
1623,TOI-732 c,0.0873229047601199,27398.83941213339,712.0045689163568,1.4759477759849933,567.9634353534449
1655,TYC 2187-512-1 b,0.06104670677825452,26700.637282028158,1416.6306410999844,5.5962962133596745,1054.7892370849693
1490,TOI-1411 b,0.018073819148704883,26614.333371333363,32739.076385966044,7.613453893490735,61.891483327091265
1441,SDSS J1057+2759 b,21.690928880422405,25662.757927502647,24521099.841969013,949.2096202124768,9.934031043859369
191,GJ 3470 b,1.8684393225579712,22865.661594278667,6884.82419546567,1.7956378847929788,59.636160712111725
134,GJ 1018 b,0.006686953829312943,22253.089194270295,2520.7247136152573,2.0377645470628587,179.89491663956815
938,HIP 54373 b,0.05998177317184508,22137.65549927507,7201.736568724988,2.830214321679877,86.99889123208527
42,BD-06 1339 e,0.07942576883523496,19833.83046952067,25669.224778810127,5.376530871691692,41.54282131313368
486,HD 147379 b,0.17587136996427521,19820.738925353235,60.01813160019038,0.31325293765560985,1034.5048286794888
1601,TOI-532 b,0.007470534326845451,19480.741482552898,16322.547592431829,5.538097931295639,66.09645552796812
235,GJ 676 Ad,0.08947721720027214,18630.739822081054,21101.245177893976,4.362695375781073,38.519168790249346
943,HIP 57050 c,0.10720964383808376,18552.14348326682,2690.168241070665,7.059256047330318,486.8258017315242
270,Gliese 12 b,0.005681733920608254,18426.73832848408,1123.9918685410037,1.5666065016677304,256.8296878108602
1578,TOI-4201 b,0.02079746703246995,16504.787444211917,15862.250783872303,7.571672132997996,78.78379988762677
251,GJ 876 b,30.841377459186273,16432.319747918955,1501.3963737315,0.9266779642336743,101.42204202740088
205,GJ 3942 b,0.07098416877598934,15953.750072911256,5299.475124242006,2.7483011224066765,82.73594687030244
165,GJ 251 b,0.11451889958005214,15342.976829518297,2106.2551091763294,1.670763345942037,121.70645043288106
1426,Qatar-9 b,0.02241306661555217,14942.394787640043,42444.074327932205,9.33407887292633,32.860533232656394
1444,SDSS J1507+5230 b,5104.292873818302,13026.747519069486,24634855.626175225,1102.091338186633,5.827785566665282
1419,Qatar-2 b,0.09993600491429161,12557.335567352799,69979.51816154078,12.537849205906195,22.498294344924286
242,GJ 720 Ab,0.09869183203178,12042.263610066664,416.96877490810493,1.12377077219912,324.5505344876828
210,GJ 414 A c,0.012873621909972573,11923.25428488121,971.1768282775981,5.452300599192432,669.3854773808458
1600,TOI-530 b,0.01683229950189877,11367.53383947051,1452.3040572022953,1.723595124955259,134.9099440389854
1570,TOI-277 b,0.014722395152305362,11251.899730151094,11351.85310496771,4.361392180621619,43.22990004050012
163,GJ 229 A c,0.2758896453028822,11167.649557658893,60.68017996791356,0.41882348435831956,770.8075194082469
193,GJ 3473 c,0.010692177764966154,10497.652224488658,254.7145029707356,1.2796676367132471,527.3946185424846
1440,SDSS J1035+0551 b,429.00285073860255,10383.187811984548,23837540.45866925,1136.9386604344243,4.95229265052112
256,GJ 887 c,0.9214490732698059,10328.054133009118,692.1111331955829,0.9763420127951682,145.69500007782764
252,GJ 876 c,39.443708405442266,10245.802275156715,1072.3420788074777,1.0614993385952187,101.42204202740088
1476,TOI-1235 b,0.6928318013989561,10137.043552800158,1250.4641467727101,5.25462312227483,425.97257651508374
1569,TOI-270 d,0.021005225426769452,10135.899624588623,555.2061845409223,1.1777018264578758,215.0024231185754
1335,LHS 1815 b,0.004304879683732786,10120.878771382864,4230.439517549816,6.127912250592253,146.60381445622647
1498,TOI-1452 b,0.0050424162155693645,10116.611664183418,605.3769854760225,1.845386566876396,308.3873307920553
162,GJ 229 A b,0.05282145998130467,9980.379704620602,1952.2441906004876,15.077627769404856,770.8075194082469
1687,WASP-118 b,4828.866701006354,9892.376580515409,1.30364245051173,0.00010452123569745927,7.931342092873755
787,HD 46375 A b,3.983018449128601,9634.937321320274,2235.6086739316825,0.17087768854714197,7.364418638921922
185,GJ 3293 e,0.01399483306976765,9476.815619594418,1021.1394409522853,2.109595583598687,195.7837252768461
985,K2-133 b,0.0013489390395501058,9417.523182290193,2566.9223695889427,4.318206156128888,158.42632041795738
812,HD 63454 b,53.891832406094586,9372.96815225208,3939.119303753365,1.03635469362982,24.659622592729317
1113,K2-400 b,0.0011133578972704844,9187.315432708747,1786.3290223910121,3.6454836492087517,187.4918213288247
1000,K2-155 c,0.003151863859283005,9115.394537910859,92.65462895964377,1.0309177110541126,1014.220420274009
190,GJ 341 b,0.027393306242955513,8922.978277531065,1209.7805604689313,1.7432563042531655,128.57735231743752
1579,TOI-431 b,0.21509207735311653,8623.959321450393,143562.7318389102,24.436394922886134,14.679190976550501
143,GJ 1289 b,0.06792247413760771,8443.841776140125,41.932627956961326,0.16936075032970355,341.03643118675143
1615,TOI-663 c,0.005543459687134783,8439.565660077167,1212.6099824966516,1.9855339577245041,138.1898916255632
1466,TOI-1130 c,0.08619931364785804,7639.362335399167,2726.030321923027,1.3849749233743411,38.812206819602075
1604,TOI-544 b,0.043046660551467476,7019.89138476086,17199.41570764387,5.5974005399112405,22.845627139366023
1499,TOI-1467 b,0.008442445164482084,6906.798096841611,2134.9290528438232,3.9784816917725183,128.70952194149456
211,GJ 422 b,0.07093670874425735,6871.984364231312,289.61875152943077,1.0047088755793747,238.39422161462758
1629,TOI-824 b,0.014186380837900196,6716.283117472116,33502.902840650066,10.618416659556694,21.286601010087736
37,AU Mic c,69.64471322018709,6658.561219035838,93.75013573849792,1.3006093760506152,923.7519587855672
18,55 Cnc Ae,2.471244978807708,6294.822313539147,242566.71078445044,19.873209197713617,5.157274891300478
1027,K2-239 b,0.0012933543261516162,6238.378810335753,816.4739904616567,2.7282548350786895,208.45596248237436
1530,TOI-1807 b,2.413185388606153,6157.734527090827,27922.113043914193,18.632749513356195,41.09127587606971
955,HIP 79431 b,0.698832876580075,6059.117302217855,166.28691648289222,0.6405269989895891,233.39348062989558
313,HAT-P-54 b,0.061560195613735394,5989.8132979878565,4701.020438135353,3.803383645139501,48.460878302503936
248,GJ 832 b,0.4604903642204572,5929.637726322136,601.6326013557884,1.575028969047797,155.23346264596867
289,HAT-P-20 b,0.04930109004263645,5589.592989735723,59742.25618591157,22.019529714604005,20.601868223224685
1260,Kepler-45 b,1.6510835147197498,5535.035154505029,850.7413397816555,3.3909639872504758,220.62058112644502
678,HD 22496 b,0.10381853831226792,5483.728954510991,4241.760004687341,2.9694577291873423,38.389020856311625
1328,LHS 1140 b,0.0191181958886255,5394.690278063048,119.62308613353372,1.1283740959407882,508.86739024563
364,HD 103720 b,0.7427906891582763,4975.810870236512,7405.453245957909,2.9066790931194486,19.530317655745506
1624,TOI-776 b,0.005661974964846005,4834.2045036659665,910.8087817760722,2.040079115289574,108.27914535185514
155,GJ 176 c,0.1201362161958008,4539.49686409743,49.74043548569105,0.7779151924815371,709.9542941918062
477,HD 143105 b,4.117325256976903,4387.745760635767,18385.00400735356,2.728658424728321,6.512187558151191
1465,TOI-1130 b,0.008393919267063647,3945.065473588077,3713.900910165083,3.6537971599679056,38.812206819602075
1580,TOI-431 c,0.5471835575424757,3882.128241837815,16591.96709801445,6.273792068061506,14.679190976550501
254,GJ 876 e,4.079830916967137,3616.160763871377,51.89954076731238,0.1455620407558956,101.42204202740088
983,K2-124 b,0.0012531994127434982,3612.534374725186,470.9048569231027,2.4256136450195007,186.08032054904692
986,K2-133 c,0.0015719971253663758,3464.289175950407,646.3420733397567,2.955803953128106,158.42632041795738
939,HIP 54373 c,0.06630217763188188,3331.8526705454865,624.6735859387846,1.6311018142872309,86.99889123208527
72,Cha Ha 8 b,0.01926975276725174,3316.785753162885,1330.7294547983056,126.1137475058324,3143.3307461337104
198,GJ 357 d,0.07350087447437774,3130.2589201671976,23.65120396795846,0.39848197905896227,527.3946185424846
1637,TOI-969 b,0.014858755850427905,3129.8093260101623,5945.353110527345,5.89887894009763,31.05343951233356
276,HAT-P-11 b,0.05686874900416324,3027.3011265813852,6545.2134268365335,3.482178570928097,16.105820273951263
164,GJ 229 B,0.017574119384033922,2872.3106801253043,4673.855150980989,125.42663716461014,770.8075194082469
1541,TOI-2084 b,0.0006901237900977004,2861.6530566077254,446.38841309920537,2.2250163567658277,142.63866783939272
