,name,pow_received_kinetic,pow_received_magnetic,pow_received_spi,freq_max_planet,freq_max_star
296,HAT-P-27 b,0.053147149828798035,84.693081450025,396.8834260969247,2.818065064491893,6.013620079468753
1769,WASP-41 b,0.06739358188613803,84.26289305573752,490.55984911049836,2.8874340651247534,4.959711812458108
150,GJ 163 c,0.13090990065549038,84.16002379390235,3.5456506770948457,0.8762708109856651,207.9927748632046
1080,K2-371 b,0.006867809311180961,83.98948545628566,1641.6418575294988,16.679041299403828,8.533311271370856
1055,K2-29 Ab,0.24874761579141486,83.28922225989497,226.9946753468689,1.8558704558221222,6.809587345797338
1008,K2-199 b,0.0014193564803349835,82.47509572072425,219.71356132340264,6.095998897589674,22.88288850100151
1136,KELT-1 b,0.3301538171538396,81.34812440707243,6321.047854124991,64.69258296896015,8.325550460972295
1573,TOI-332 b,0.010669842628444118,79.69849216453822,3403.357482333843,29.543596865089935,6.91840376888648
1412,Pr 0211 b,3.732345754807713,78.85353650265091,531.1879261849207,7.176711968319024,10.65365177306097
1846,XO-2N b,0.4802586781202217,78.35357971277071,401.1821639184324,3.680114931837276,7.187512421975386
292,HAT-P-23 b,0.13380090743615125,76.27865939410253,2156.879040934346,10.910504166565856,3.8585317736635476
1723,WASP-15 b,0.5776856097910683,72.84024291683873,3.9256359843243382,0.026864596915457926,4.984730558306493
644,HD 215152 d,0.01944829914159548,72.597986425878,147.52552077366394,2.755016322971182,13.557561876022165
1129,K2-95 b,0.056964615752230705,71.72120604224615,25.040843635459137,11.863738222851618,339.79750279160703
1763,WASP-34 b,0.15491653182632809,71.61268195028379,139.35639723661583,0.7776643945544413,3.996273874440729
1077,K2-36 b,0.026488610059037167,71.48650759545949,373.40092791441344,10.722043702915643,20.527036793626063
1417,Qatar-10 b,0.19041977722437095,69.8639609683376,30.742670063755504,0.19932126799369637,4.5296564216420085
602,HD 20329 b,0.03853542575335427,69.02100814042068,3031.862307568653,16.993866754386676,3.8686909120630877
1533,TOI-1860 b,0.03282982674311251,67.95521286576847,1757.911732224232,10.523791699348582,4.0681593505231755
228,GJ 667 C c,0.6770609233439244,61.079728775177365,1.9081672580648135,0.8261723959346786,264.4547308520824
306,HAT-P-3 b,0.50613923994641,60.329857913411175,286.9001354810309,4.623376644016535,9.722116566659599
549,HD 168746 b,0.6355043178188146,59.67319586234301,170.30963553430374,1.6720847807320036,5.858661038527462
1741,WASP-180 A b,0.052912241770464385,59.6115456453454,110.96176615245771,1.297727001469171,6.971726844811336
1014,K2-21 b,0.0022309463529678964,57.68640317339324,14.135989340864201,1.1695451683161564,47.72701257912472
824,HD 68988 b,0.2381673023937345,57.622239529546746,689.715916115174,3.566530157273563,2.979653654642522
1025,K2-237 b,0.14344713636263165,57.24124436541349,156.16165929745983,0.9588210737726557,3.5145701981806177
638,HD 213885 b,0.05823355519608394,56.15566385931051,2276.865769778277,17.209315250525563,4.244433445681467
1754,WASP-25 b,0.10094860289000446,54.5120869753071,83.05785480588236,0.6112400857532685,4.011658234522153
1633,TOI-849 b,0.016954266844839146,54.13132712795699,2584.95172773946,23.900521968073946,5.004994713437579
617,HD 207496 b,11.49205624413034,53.70683681047906,51.68327975732998,3.0485788143096015,31.6793991505132
1789,WASP-62 b,0.2874639750435898,53.06653409428999,16.607530984281023,0.12185508345697826,3.8936714596243975
643,HD 215152 c,0.011884091762799072,51.91023235348078,109.50624567153969,2.8600097402631497,13.557561876022165
1647,TrES-2 A b,0.04845936947589955,51.30878635391063,559.1480137068068,4.51967671651887,4.147365659036553
25,82 Eri b,0.024874573815427976,50.66201039751334,181.22995606155018,1.6938394215620927,4.735051105886293
312,HAT-P-52 b,0.00391008337543432,50.50268790466457,353.33358949154047,4.348316574050124,6.215137235210169
125,eps Ind A b,6.677434406429228,50.40237325398064,318.3043011339411,23.873308853042968,37.802549928858824
330,HATS-20 b,0.008922287782804132,49.981172199807624,433.80617940181486,4.474894853463747,5.155770038947231
288,HAT-P-1 b,0.6037820131886635,49.898517515081814,26.74211870285915,0.2145723448798958,4.003737335926541
661,HD 219134 c,0.21354504412125458,49.77355240429693,398.58068065162877,3.1677532996146347,3.9557947114868335
1681,WASP-110 b,0.010682753638471591,47.19400474338346,46.82228635526618,0.482424711554892,4.862546427719729
409,HD 113538 b,0.08317651549594805,46.490874058275644,76.24529783537062,8.570208273585395,52.25718631996921
1583,TOI-4463 b,0.12480709521220891,46.07170960631217,246.26016148825096,2.237248119268036,4.185567208486651
347,HATS-7 b,0.0027149724714737077,45.916805335732306,118.79441159980644,2.252271866013348,8.705555037662227
426,HD 118203 b,0.24102724124564665,45.210067299180146,807.7999823055361,6.219073114867622,3.4806229291961226
14,54 Psc b,1.9952372361327206,43.46559581931883,95.0260648326446,1.1246092270584922,5.1440423429181585
1141,KELT-3 b,0.40657833933952836,42.88297860995012,293.7658291484994,3.4402370552964334,5.021945965705194
410,HD 113538 c,0.07593553061045087,41.934060433325165,79.70011859384313,9.932031155686122,52.25718631996921
1140,KELT-2 A b,0.31243954501533916,41.87746382004177,433.00255521841643,3.5421018720079367,3.4257128786940165
1534,TOI-1899 b,0.009037535317077652,40.39016828460858,3.0169324069592185,0.5651914441265196,75.66685116521954
1688,WASP-119 b,0.027497374247231286,39.95186039195082,304.712299181125,2.6284136061082792,3.4462019985981156
434,HD 125595 b,0.12568096459398478,39.39159869278884,38.246375878862885,1.6348342732412156,16.837866109119492
1791,WASP-65 b,0.01515773306812754,36.79414643048596,537.8953221449451,6.887980389038788,4.711648319118787
1244,Kepler-425 b,0.007620769787960568,36.50460721085522,35.53718822570675,0.6582644638566099,6.761842141626515
1716,WASP-14 b,6.304656477512654,36.04394414660548,759.876789313,18.63510456782285,8.839362876395054
324,HATS-11 b,0.024520066694714748,36.01204298932138,11.77833570481277,0.17989972650248703,5.500400775576049
1388,NGTS-8 b,0.0033142758212682654,35.66307697456135,296.095445340631,4.119395671273137,4.961586786459405
934,HIP 36985 b,2.256972149372354,35.353364973341975,329.5364767050613,156.2001381213008,167.57478707982924
1015,K2-21 c,0.0034921553289617006,33.978070619628625,7.543110896261454,1.0595367602292007,47.72701257912472
509,HD 153557 Ac,0.14701703160114726,33.53116490395463,22.49715387905878,1.1259075800950926,16.781230611541048
1488,TOI-132 b,0.008377540799937917,33.45305176192657,722.0201703365966,10.05697703206959,4.65965615705013
145,GJ 143 c,0.021220105487278828,32.539824857143266,60.481194461219935,4.327505264967906,23.282652507914886
365,HD 103774 A b,20.32185006815843,31.871292084053692,32.54105406434816,0.9608173595704518,9.410417574595098
1649,TrES-4 b,1.2534927892143057,31.453150706411677,1.8618231854804457,0.0257574529159445,4.351396280251202
917,HIP 113103 b,0.007299139526997486,30.845269528924216,69.32101368422045,3.15978999803067,14.059888764471548
1764,WASP-36 b,0.041715848631027785,30.076532807954425,645.0736699585868,10.156554640328004,4.735489341476582
43,BD-08 2823 b,0.051300837330575555,30.045920716974294,179.86240703608155,2.6878233229153294,4.489994757233946
1693,WASP-126 b,0.046536589831962176,29.62562883343117,93.02734046504354,1.0229029830035565,3.2575524523847026
1742,WASP-181 b,0.8507768130148314,29.370045652237433,0.5163039537247377,0.008614813414126699,4.900552502708556
1683,WASP-112 b,0.003494862915450122,29.090372832973895,142.55514627220265,2.4389639771787794,4.977047358700541
692,HD 23472 e,0.0020403657236880484,28.880005691599592,20.508127844304802,2.2230325289506245,31.30524276819059
320,HAT-P-6 b,0.5365521938217759,28.76953226277973,55.56106994578012,1.6836983556555642,8.718193190140484
300,HAT-P-30 b,5.749617189334417,28.333714514332883,32.835269494980984,0.8684698303835736,7.494068608805105
1822,WASP-92 b,0.04192671860784217,28.309911018908256,43.88627289443504,0.6753468568098375,4.356489663447872
40,BD-06 1339 c,0.2580526002192711,27.587871049441016,1.8809707040441637,0.2832434214053977,41.54282131313368
1801,WASP-75 b,0.1196195653150651,26.796023419073645,182.39924985021193,2.976295210579609,4.372434438752451
1372,mu Ara c,0.252293568490618,25.190509249803803,116.86824693756023,1.5910380231395322,3.4294223699701076
557,HD 17156 b,0.6276043285155789,25.035513268631323,512.9345410674189,7.933563952078355,3.872245475542787
1040,K2-266 Ad,0.0018861969607181586,24.704653618320172,7.469819819251876,1.0262522576686304,33.94085421629591
729,HD 30774 b,0.12656088711402022,23.975626815811548,2372.971329617237,37.61179300259268,3.8001567977189596
1618,TOI-6883 b,0.20647577061850939,23.845514771781122,544.4662401800292,9.276801024707584,4.062879927989573
279,HAT-P-13 b,0.1273162079778707,23.757702201426074,124.20049005313673,1.7554907410049776,3.357992083953435
249,GJ 849 b,0.1636711373759037,23.41900713802146,70.55017158121684,6.110713767650384,20.284408405480175
326,HATS-15 b,0.002213116848727496,23.161395425243647,522.9188564341716,11.441989787884959,5.0679459474065585
1524,TOI-1789 b,0.8731244580343193,23.127723108724265,20.745264304131158,0.4583841841670264,5.110266291821755
1009,K2-199 c,0.002866418768033043,22.63279258513232,23.16696873829266,2.342296738462507,22.88288850100151
180,GJ 328 b,0.02402627292515426,22.384881945548482,82.62780899627113,23.932259426448663,64.83541176499905
322,HAT-P-8 b,0.2914742857365524,22.32377231231306,89.87429923451442,1.7163419890461553,4.2632018385534955
304,HAT-P-38 b,0.003965728993686891,22.00188203101074,60.52917010627198,1.3613836680481468,4.948523630961912
1808,WASP-81 b,0.0508450796567877,21.649862621385452,28.69595911718286,0.4839546764028002,3.651229156102269
370,HD 105618 b,0.08197956929293611,21.64022102401463,100.19389667994926,1.8653113634794922,4.0287633799934115
1114,K2-401 b,0.0005894247370779093,21.225854045197835,10.852411740988986,2.1729795420701024,42.500549835365526
1543,TOI-2095 c,0.0016399725285064055,21.075177918067066,2.3287481583390117,1.7250940871741718,156.1210673743815
236,GJ 676 Ae,0.07392447904741888,20.86595862773513,4.821572538526324,0.8900763667721578,38.519168790249346
1575,TOI-402 b,0.004045134496330329,20.39135557044684,112.33110253434961,4.053487825017082,7.358256945366064
1044,K2-285 b,0.0020850154476961934,19.94314611742559,84.86440936570352,4.554586340557116,10.703283222385775
308,HAT-P-45 b,0.4694453774276685,18.75924278676127,29.557956535918418,0.961747936093613,6.10382622727071
303,HAT-P-34 b,0.31862187124823393,18.629292448627726,276.9550584631357,12.255230126183475,8.243440914667165
1581,TOI-431 d,0.04197466883768036,18.39220744057332,11.967871611343911,0.9551799235267766,14.679190976550501
1813,WASP-84 c,0.07797472826529032,18.276720057021944,222.5374696899797,15.24258331830036,12.51854029986539
750,HD 37605 b,0.1292773667502535,18.06675718171307,164.28695224235818,3.5687683082418036,3.9246008026055352
1765,WASP-37 b,0.0032700977131368118,17.70492105034456,213.5740990658793,5.025263252143649,4.165855762732574
1706,WASP-136 b,0.2131854701813465,17.1772971566434,54.61542833334416,1.99045975941848,6.260267438934986
335,HATS-28 b,0.00698594890839584,17.129265012823275,61.12463744631339,1.6753945048633008,4.695042404143076
1247,Kepler-428 b,0.0026846837714314554,16.994380606707725,127.02921439113818,5.903463897483833,7.897845613913943
404,HD 11231 b,1.437189758251622,16.9695350750284,18.2115260238765,0.8869733529996842,8.264834810992859
171,GJ 3021 b,0.24318380574454618,16.520630856148657,0.8635492942034324,1.3168746822864887,251.9323523960638
29,83 Leo Bb,0.5143854134519155,16.2653800644208,10.812070561198524,0.9996739516169983,15.038818579213425
1487,TOI-1288 Ab,0.00756013338780832,16.186833048540468,2207.979291547107,93.38120966209176,6.845834362929691
1326,lam Ser b,0.7597483323159283,16.137633376653103,39.62957172037138,1.0414650295428236,4.240969581997232
1606,TOI-554 c,0.02530468952667071,16.1122809150736,274.182259604586,7.66595083309078,4.5048849433960685
1806,WASP-7 b,0.9364518096446768,16.00536503378999,29.420385194627272,1.1549436758060914,6.28315876983129
1243,Kepler-423 b,0.001972981863855085,16.00407498591939,48.39414475107819,1.3457316270293327,4.450371006798486
20,59 Dra b,0.35734484589608745,15.914663098342244,46.210321154597175,8.089498434350995,27.85993237020718
1851,XO-5 b,0.006826593992846574,15.782270744547425,123.42241468788362,3.631550447940404,4.643736110399116
233,GJ 676 Ab,0.047865787643564424,15.3912597662837,261.8810701701247,65.54006168456627,38.519168790249346
1685,WASP-114 b,0.046221780679927535,15.343084041770831,350.25213012217813,7.029765746539148,3.0794469859608835
1703,WASP-133 b,0.0267420608021983,15.321002372758981,268.91290721231053,5.477402598159394,3.120686882340713
1291,Kepler-76 b,0.012056652757422053,14.980746227834269,223.29601602774497,7.764799029619571,5.209339863833993
46,BD-11 4672 b,0.02366411298930762,14.885134700220235,14.940998261521138,5.345480704413232,53.254942494396836
294,HAT-P-25 b,0.07527439547902913,14.83603498064751,27.53998160577657,0.9607061177415014,5.175409981372454
1796,WASP-70 A b,0.016729305943640978,14.77561002355134,58.86323492054934,1.1483694154175044,2.882590239575695
1117,K2-405 b,0.004042750264310522,14.530707133252754,45.13049687059287,2.371448831720231,7.635375376882794
1617,TOI-677 b,0.31081225583886507,14.323736711562253,75.25051712294872,2.876790918138119,5.4758953507652866
1482,TOI-1260 d,0.005812358196658879,13.701856616577484,2.592330920587737,0.9643415002143209,50.97061050506669
268,Gl 514 b,0.10134158843355852,13.589474316771833,1.4046910155424082,0.41934405376674594,40.56881681096035
1477,TOI-125 b,0.0028092835842186007,13.570811304592285,83.71911351009494,3.780559227339547,6.128260769731368
1105,K2-396 b,0.003648451297054815,13.56854932173715,357.45887662489037,15.670171536789976,5.948138633024824
880,HD 86226 c,0.019757395323720138,13.340398940071582,144.24760292287726,4.309756084585418,3.9857761472479902
776,HD 4308 b,0.05321087575107455,13.291644693408903,40.01072142386397,1.5326043944468852,5.091343605315535
1031,K2-240 c,0.0015995531992799147,13.271587495270486,1.3563423892840984,1.051259312465832,102.86399699542116
1621,TOI-700 d,0.031687154287433586,13.248079806702332,0.3524765594525614,0.7961717193021051,299.24674972814137
297,HAT-P-28 b,0.01586781106264641,13.072143347698956,42.43480252839727,1.2102375593927228,3.7281660143378845
710,HD 27894 b,0.3039555777577771,12.843311860292191,10.594860399955143,1.215262859895628,14.7316711241766
1786,WASP-59 b,3.741033944093101,12.683469791667049,8.46245446718634,3.5356536554053344,52.99213898995538
350,HD 10180 c,0.10807656729167947,12.670767464424317,55.405097190997196,1.7547176291064521,4.012919419216644
1409,pi Men c,0.3054353951485536,12.499208290860823,71.30371541197432,2.6415711351614832,4.63055082652317
283,HAT-P-16 b,0.2933052934554688,12.366034482344716,243.20815470014128,10.213221431226039,5.19296108923974
1753,WASP-24 b,0.3768948164198639,12.353165381721032,60.63645971619243,2.7928378880343097,5.689710196918258
1627,TOI-784 b,0.007362307984905371,12.280905426932325,170.38088054761653,6.950252143368872,5.009681191440516
989,K2-138 b,0.0024702161307533542,12.217707128174697,228.1395704971496,10.165890418980407,5.44420556090122
1707,WASP-137 b,0.1033224214762151,12.142534658038464,33.58130861771851,1.0522690778886554,3.8048587960933524
639,HD 213885 c,0.14390480548710038,12.112073977830386,45.89062888699679,1.6081450662194168,4.244433445681467
1179,Kepler-1656 b,0.00937888010958614,12.037064411064652,218.48456028855614,6.567014163844482,3.6179935265984238
80,CoRoT-18 b,0.004657893344506664,11.987083069538318,300.00288929086224,12.503577979897946,4.995999480730736
1853,XO-7 b,2.864509292021652,11.759584387123855,20.898317473120837,0.9221748780048417,5.189122670536283
1039,K2-266 Ac,0.00014695629515438583,11.75698199304067,5.051928053135087,1.4584249058488834,33.94085421629591
1651,TW Hya b,12.93781097949674,11.638081898892526,2.0871557510668697,1.540704728694401,85.91044441887436
391,HD 110067 b,0.007678596009467776,11.510251479053794,26.24884703398418,1.6479180304951033,7.22620346840683
976,K2-106 b,0.008274484292899219,11.318559073334155,696.8887235698129,27.192348373699417,4.416461208237159
1522,TOI-1776 b,0.011708390550734644,11.304445683734198,99.92966549385555,3.4685208416725892,3.923730282075119
1751,WASP-22 b,0.03144206325612474,11.208651982949048,33.09055631886907,1.0989713990398908,3.7225085708301426
1022,K2-233 b,0.6328815793378849,11.200160874356685,25.82749485712398,6.224546991923355,26.992911261893013
947,HIP 5763 b,0.18550052048584045,11.19367712846512,2.68604757827665,0.7748017527581541,32.28863378700127
348,HATS-8 b,0.010488188599125429,11.04674090037603,4.850791304193215,0.16815232688577472,3.829344678870768
293,HAT-P-24 b,0.08657985745742357,10.805593127657797,22.316378930916684,1.269624458257846,6.1475230203458935
331,HATS-21 b,0.24838500606501712,10.744811813252607,5.511860698655642,0.25153064676472414,4.903334123469161
1756,WASP-28 b,0.015786085985363775,10.075524867901953,50.673899808618536,2.284136000106004,4.541562650132561
104,CoRoT-7 d,0.20382171495127352,10.009193281410475,33.56444296802774,13.739170754727908,40.971338550551394
636,HD 213519 Ab,0.05184518181046732,9.912795674954415,55.366036592484534,2.098324425579868,3.7568629742521233
953,HIP 70849 b,0.026514520872873325,9.882776804965323,77.66759302861169,62.0473261002406,78.95183193944003
181,GJ 328 c,0.011134615804230539,9.851435284230032,24.40611015556512,16.06243309592695,64.83541176499905
1384,NGTS-25 b,0.010919368394613396,9.797363425121011,40.169422821561895,2.8075548092472156,6.84765497486223
487,HD 147513 b,15.588224855988637,9.782566658019514,70.06233765115888,28.849217245666182,40.28118389977064
1495,TOI-1430 b,0.011645593971908128,9.752716481878979,24.203340645828998,2.3703905570415054,9.551469523333305
1792,WASP-66 b,0.026329036046138125,9.592912711402004,52.14483433892065,3.7896679800577657,6.971726844811336
1369,MASCARA-3 b,14.139346982707337,9.51717720299743,56.04287331879628,7.2787746911108515,12.360784601806131
761,HD 40307 d,0.10679800498371285,9.404707132711206,8.01646690535019,1.0949312491930951,12.845444072428139
775,HD 42936 b,0.0012572099819956619,9.380055278255991,42.72346815511599,2.7785756069551586,6.100439386948998
1060,K2-30 b,0.018267920311780064,9.294250380746785,26.540432705279393,1.7616012484008468,6.168988748407532
1521,TOI-1759 b,0.021076915161797456,9.137249309970397,1.8776257033074102,0.5835578676805634,28.39817176767225
1245,Kepler-426 b,0.003630309105893056,8.974689954551641,11.561835744544258,0.5774461806450965,4.4823335595086675
314,HAT-P-55 b,0.018752979285840632,8.653988929671291,25.647333216941444,1.2528906274015819,4.227535677066088
501,HD 151450 b,0.16778344276291215,8.535724959202472,26.068376383034355,1.1568145488782473,3.787827317260503
1593,TOI-469 c,0.001217998627029368,8.513391566710672,88.7240698528396,4.852265494972868,4.6559221429832895
1514,TOI-169 b,0.022362274820664947,8.506843136237265,89.20858781320703,3.7323935463264797,3.55917375217132
1714,WASP-146 b,0.009041308628205874,8.467796346012777,75.53999107722622,3.33569532881925,3.73920996203336
309,HAT-P-4 b,0.09042748951662276,8.417558322238547,26.71245972552515,1.0646286767872504,3.354829195987924
857,HD 7924 c,0.07369121624414844,8.24985259807389,13.641808809339151,1.3833882084386349,8.36600847075288
990,K2-138 c,0.002442895168757679,8.231810637017317,71.10648519880066,4.70271170226673,5.44420556090122
1256,Kepler-447 b,0.052781594582286734,8.125799233642903,9.69050131542802,0.5308181515116119,4.451082135337684
1574,TOI-3362 b,0.1332302051815552,8.089229674965685,98.87569530196515,10.652462448600673,8.715004742825363
689,HD 23472 b,0.007179453017571676,7.972683774156425,4.3738802379189305,1.7174315019352577,31.30524276819059
668,HD 219666 b,0.00559006041889841,7.968037379032281,24.242621606189193,1.2092177261297214,3.974443110034841
336,HATS-29 b,0.020084226871958915,7.878060260206689,17.398357335025242,0.8489011522487069,3.8438654314283887
56,BD-21 397 c,0.0101429308310446,7.849558147025173,60.31723748271118,41.969353534738204,54.61803204405908
397,HD 110113 b,0.005576207641699047,7.80673481050923,101.91641536177671,5.27447055039761,4.040212041075948
1708,WASP-138 b,0.02741097864879337,7.789561356080142,55.01107386300602,2.9658494280578176,4.199639176338223
592,HD 192263 b,104.23985420193381,7.743077743913438,3.0495881432225036,0.9681868111543682,24.582813800810804
1507,TOI-1605 b,0.02134405117554436,7.458355472138137,52.56895448149598,2.5558941480978166,3.6262404861753903
73,CoRoT-10 b,0.014934449067027998,7.299878571854115,58.93307877091074,7.918810229133112,9.80881269260297
1078,K2-36 c,0.0995912210989973,7.206753713761454,6.358402776067652,1.8110674086698084,20.527036793626063
1715,WASP-147 b,0.01542280426507845,7.19723998135008,1.2176232722488078,0.0546730778573214,3.2316667299848807
918,HIP 113103 c,0.010555735620951854,7.163023509577022,8.348263770132958,1.6386329017014252,14.059888764471548
1784,WASP-55 b,0.14375493349468746,7.1123490735254915,6.250270647887477,0.37943974480718434,4.317745693700896
1073,K2-34 b,0.024869852073555382,7.092576878367734,94.34444591151421,4.922877889670961,3.700895114488845
1400,OGLE2-TR-L9 b,0.07399866245595865,7.055220754255151,15.683213420219017,7.2319872776988685,32.533681311988246
1156,Kepler-10 b,0.005368949148706704,6.947160667642463,335.1009956720503,17.792018241694663,3.6885598945711457
1377,NGTS-14A b,0.0015777383562615465,6.777445023723591,33.12005575639459,3.2733857524190744,6.69841625317222
1191,Kepler-17 b,0.04542365685837898,6.671261241205263,149.16419228850108,10.969230655181345,4.9059095345225945
586,HD 191939 b,0.012986250259841193,6.5652836108096855,12.98235780329738,1.2581813272211453,6.362724993555281
1052,K2-291 b,0.005740476741031246,6.549270332803541,100.52523250322514,8.475831140817984,5.5220473560835295
1775,WASP-47 b,0.021531779958871785,6.452966954228969,48.362031232861874,3.0612100172323164,4.084585898809834
1041,K2-266 Ae,0.0013037217812250318,6.292916501701532,2.297760681382764,1.2392975544751323,33.94085421629591
539,HD 164922 d,0.008802131636661279,6.18095054195789,15.549012398894764,1.2014283338298593,4.775846157044083
307,HAT-P-43 b,0.010548066129094416,6.115326574130624,13.886223674496284,0.8533652885967473,3.7581185130849777
1424,Qatar-7 b,0.6424653206025658,6.1014362915315425,17.779515358313674,2.373906466287524,8.146588236070956
919,HIP 116454 b,0.007897958420150085,6.081962985975752,11.995708043504703,2.171676884372897,11.010653460682422
1172,Kepler-138 b,0.000199733722107741,5.965119854739223,0.7484735962358405,0.656658185406559,52.33377368613886
941,HIP 55507 b,0.010669674862515723,5.9078282730815985,65.77451217200279,62.80826085269177,56.41401311776816
316,HAT-P-5 b,0.25608654316774554,5.809334841254507,32.14920920413555,2.8209481671111565,5.097429416852907
339,HATS-3 b,0.05753511739416355,5.713417505571953,15.68417237348225,1.533802790806727,5.587324282348873
1464,TOI-1062 b,0.025037596488306398,5.663083378928093,40.70609124648932,5.17277964029929,7.1964370704256675
1785,WASP-58 b,0.1076025837440792,5.638874023272367,8.891691226277606,0.8216699580427687,5.210812278791122
281,HAT-P-14 b,0.6481222137846298,5.499101498996428,36.57840283067842,7.341993566443757,11.037761275074288
564,HD 176986 c,0.05359398767493982,5.387948933547765,5.149984061603678,1.308800760171201,13.692764046720276
1811,WASP-83 b,0.025346243333976577,5.148072450418791,4.2374103326789925,0.33143198906987814,4.026600584228572
1613,TOI-628 b,0.8194268109921714,5.113752462125177,125.79550448997017,15.178185142015773,6.170131592163809
1778,WASP-47 e,0.004671206145689822,5.071075713553332,219.6348410301481,17.690869259975354,4.084585898809834
954,HIP 71135 b,0.024143788840293865,5.0309706888900605,0.32124356806198673,0.35770106457534984,56.019287238028404
1010,K2-19 b,0.0030799251367270137,4.933571329550572,4.448514973339469,0.4053497386109975,4.495481887410136
1037,K2-265 Ab,0.0009503973737025486,4.834368194198741,96.63979936363681,8.28776349294915,4.145921296938323
961,HIP 97166 c,0.18531536817531555,4.823289012505095,46.8455343204497,7.844780893711096,8.077108317586035
1766,WASP-38 b,0.09308206323800122,4.794079227765846,60.74775247713605,4.762289189724407,3.7582940520580697
1290,Kepler-75 b,0.0008767829351283484,4.679942474864568,172.05395901256418,23.251336133606042,6.324464499016268
894,HD 93083 b,0.09417570506362882,4.617330361874194,0.5917682500027434,0.19504911585918308,15.218900383877443
909,HD 97658 b,0.04403530046615273,4.571220241092896,24.74489389292292,2.0624412828760494,3.8100277896301615
1240,Kepler-41 b,0.010593470505305168,4.451748383042883,9.225476268233272,0.7519342016924152,3.6284542599337257
184,GJ 3293 d,0.025023892955535722,4.443986122752702,0.12594180859930718,0.5548477374722894,195.7837252768461
1057,K2-309 c,7.690297565031318,4.422090091221728,4.79550251153586,1.632900467491901,15.057510573453214
688,HD 23439 Ab,0.037524731082507416,4.302802906773034,6.708281733588709,1.3218136926506872,8.478331746969056
1195,Kepler-1973 b,0.0023202352293038727,4.268611601835703,17.980236886892097,2.479633334200108,5.886792084692433
344,HATS-54 b,0.0032698956039628464,4.264821166179408,58.72892739795004,4.638867521249843,3.3686875051661693
1026,K2-238 b,0.021649954444284743,4.25610804478521,18.777442128801283,1.4645056042366906,3.3194585508876844
1128,K2-90 b,0.0011856473915637532,4.252351465458525,1.2957316991593706,1.2437764028597007,40.81843805190919
1043,K2-27 Bb,0.0006159882592966714,4.2478090746324755,24.896592084001675,3.141776578197697,5.360439298000047
1235,Kepler-411 b,0.3439046630025572,4.172835714820301,21.696900168880763,11.18734822815524,21.515961209764807
991,K2-138 d,0.0019388105615491824,4.171352325015841,30.479784181770516,3.9780435122279902,5.44420556090122
1239,Kepler-412 b,0.007821152949508595,4.162267948711274,31.848410535819205,2.591018331561592,3.386201186980139
92,CoRoT-29 b,0.002223262440868058,4.042537524815391,41.03966000416714,5.976760551150334,5.887299944104856
1035,K2-261 b,0.014274631734318923,4.036257147183952,8.49849675081515,0.6782812557625248,3.221413911948375
1461,TIC 237913194 b,0.01047366217888147,4.023342145424154,54.50833094439947,5.068751557241158,3.741321998234475
481,HD 1461 b,0.07457326327717141,3.9854145695061303,65.84098008792948,2.296242620030921,1.3899365988736077
621,HD 207897 b,0.012406355506350003,3.9094981919508704,7.284940584725746,1.7315927407948382,9.292675225830314
1301,Kepler-80 d,0.0008110234114304779,3.8801804190365012,7.371585363579763,7.021075931595979,36.956828153879655
984,K2-132 b,0.020894609480284383,3.8668435001539057,0.7576771577419544,0.13454305134631164,6.866472326285236
1509,TOI-163 b,0.31802770914938455,3.8291383122757248,5.184053276689149,1.131982685093185,8.361253322402865
1292,Kepler-77 b,0.0020863546088417994,3.82606089190407,15.841069362108744,1.725596408649733,4.167797503707147
1718,WASP-151 b,0.019183416935932056,3.6980718311773564,1.1843540429927126,0.11809985162986747,3.6875944077925134
484,HD 147018 b,0.12080321092065846,3.64000983651803,15.650103630369667,2.0889689064293817,4.858669020457889
392,HD 110067 c,0.00794563802183688,3.5144703563608335,5.436814049233898,1.1178789563141585,7.22620346840683
817,HD 6434 b,0.20691342142478122,3.4534038462358323,5.097626483440317,1.0593019146376852,7.17627570050189
1364,MARVELS-16 b,0.018599675050025907,3.2595875009999764,265.18432515950315,38.75768813120617,4.76400992872212
948,HIP 65407 b,0.8477722031844391,3.256831621959865,5.186723692887789,0.8139478086577819,5.110916098146107
1692,WASP-124 b,0.107560093067779,3.243976641049674,4.58118471581003,0.7617618730699949,5.394101909388677
323,HAT-P-9 b,0.3602781314447792,3.213728059089709,1.5339295469150938,0.31823997176082847,6.667429601499826
579,HD 190360 c,0.06488109136152287,3.166700960004448,18.817608314771704,1.0136093036807272,1.7057415062229393
74,CoRoT-11 b,0.08531786728151221,3.150989712942264,23.64766126239156,4.623498185068603,6.160691772986364
1090,K2-383 b,0.0007355513528865589,3.103630755331384,35.67295327799698,6.639189348132286,5.776250732804167
75,CoRoT-12 b,0.0034130498979236847,3.0993639165255034,9.54322153060726,1.0718159068009414,3.4809498407248185
996,K2-140 b,0.0026340027663501707,3.037361078027206,20.3602557790849,2.174396363850657,3.243783848014462
855,HD 77065 b,0.05243995049793027,3.0340567104573313,34.5325686867072,15.37844747896122,13.511616292800904
1005,K2-182 b,0.0015316432402792126,2.966038635296713,19.494126488935784,4.913647318374163,7.476132769935401
945,HIP 57274 c,0.09424558295611747,2.929315840830862,2.1819964411039976,0.6876498356160146,9.231653720734567
1222,Kepler-32 b,6.492357418591846e-05,2.904283293870022,43.9084380876851,44.77382668026736,29.615236272001056
