;name;planet_mass;planet_radius;star_planet_distance;star_age;spectral_type;earth_distance;pow_received_kinetic;pow_received_magnetic;freq_max_planet;pow_received_spi;freq_max_star
241;GJ 687 c;0.05;0.43449196614413300;0.699;5200000000.0;M3.0V;4.5;0.16534242965090500;37293.41755085630;9.265718799181510;5323.521044760580;649.1010689753660
140;GJ 1214 b;0.02571;0.24463;0.0103003;6000000000.0;M4.5V;13.0;0.15178234972516700;3689267794.1837200;9.14211351279859;367862916.07466100;916.855259927704
192;GJ 3473 b;0.00585;0.11277;0.01589;5200000000.0;M4V;27.39;0.013927254473597400;10924886.14115330;8.98603916880659;1861442.1028880500;527.3946185424850
1557;TOI-2427 b;0.0129;0.161;0.0202;5200000000.0;K;28.5;0.05695313461418860;113410.45489337900;8.564576769746020;148836.79040803300;65.26024545163410
1500;TOI-1468 b;0.0101;0.1142;0.0208;5200000000.0;M3.0V;24.72;0.01021234379759390;668319.295138609;8.487418727404280;276668.82443292800;205.0214986481130
1611;TOI-6086 b;0.00529;0.1053;0.01541;5200000000.0;M3.0;31.47;0.005317930139633700;2623995.3327400300;8.264568203187240;719917.197024491;301.2317038946530
169;GJ 273 d;0.03448;0.3905354671663340;0.712;5200000000.0;M3.5V;3.8;0.11991633697594500;107403.92913433100;8.21405854072635;9884.687424785700;892.5139698411280
1599;TOI-5205 b;1.8;1.035;0.019502000000000000;5200000000.0;M4.0;86.865;0.0969357244742414;6318903.197108990;7.909253554637950;2418293.612727010;206.665589778362
1584;TOI-4479 b;0.0261;0.2516;0.0164;5200000000.0;M3;80.6;0.012677158239746200;798483.3618101120;7.828707062134680;316003.6701501680;197.81708011901600
135;GJ 1061 b;0.00453;0.08582548261262070;0.01449;7000000000.0;M5.5V;3.6732;0.07120622761278680;1416206326.944180;7.727572396713990;127371297.80019900;859.2074595418370
1608;TOI-5720 b;0.00415;0.0972;0.0183;5200000000.0;M3.5;35.87;0.00532641622423879;548958.8884486230;7.622286624678040;179813.91079044200;232.7029079411180
1490;TOI-1411 b;0.0079;0.1213;0.023;5200000000.0;K6V;32.5;0.018073819148704900;26614.333371333400;7.613453893490740;32739.076385966000;61.891483327091300
1578;TOI-4201 b;2.589;1.133;0.036672090000000000;5200000000.0;M1.0;187.5;0.02079746703247000;16504.787444211900;7.571672132998000;15862.250783872300;78.78379988762680
138;GJ 1132 b;0.00522;0.1035;0.0154;5000000000.0;M4;12.4;0.02816408818683840;40667408.68087420;7.353249105842420;5944451.007559060;503.0533284559080
1330;LHS 1478 b;0.00733;0.1106;0.01848;5200000000.0;M3.5V;18.21;0.013172417624464700;27013793.791882800;7.345662504179740;2508358.449580850;791.0919278137270
170;GJ 273 e;0.0297;0.3817440163022370;0.849;5200000000.0;M3.5V;3.8;0.09811486700954150;89175.72206682330;7.265402731210270;7259.242505495740;892.5139698411280
253;GJ 876 d;0.021741;0.2012920634428200;0.019278000000000000;2500000000.0;M3.5V;4.7;5.457729577335540;7422123.047216450;7.091563543707280;5189646.763800090;101.42204202740100
943;HIP 57050 c;0.227;0.818035606395711;0.56875;5200000000.0;M4.0V;11.2;0.10720964383808400;18552.14348326680;7.059256047330320;2690.168241070670;486.8258017315240
243;GJ 724 b;0.03382;0.27211452799695500;0.019817550000000000;5200000000.0;dM1.0;16.9949;0.31434309223937900;103275569.91249600;7.002933462732650;11501475.545631200;628.8166605698860
1347;LP 890-9 c;0.0796;0.12196;0.03984;7200000000.0;M6.0;32.33;0.0007037817470766540;590366.1575883560;6.8752099140828700;32196.64269609030;1260.6566771272000
970;HS Psc b;1.46;1.056931990530180;0.031755;500000000.0;K5;37.667;127.7134108690260;42582.23947432890;6.839547896924770;27677.819969491100;105.22623052105500
70;CD Cet b;0.01244;0.13844578757971500;0.0185;3000000000.0;M4.5V;8.609;0.234660227169526;29130119.1901324;6.469013586906890;3716019.379264170;507.1102101370050
1316;L 363-38 b;4.67;0.9668608049222890;0.04752;8070000000.0;M5;10.232;0.5564343391505490;17064530.50607550;6.377326450238720;3448220.5478572100;315.6006996853120
1566;TOI-269 b;0.0277;0.2471;0.0198375;5200000000.0;M2;57.023;0.013610435099344700;735209.6035226500;6.301630291441650;238533.48121799000;194.22929999009800
618;HD 20782 b;1.9;1.1265254053551400;0.041430000000000000;7100000000.0;G1.5V;36.02;0.5420234395739590;1057.075915833450;6.2952715762423;17494.908705330400;3.803723745554070
129;G 264-012 b;0.0079;0.11393918863628800;0.02279;5200000000.0;M4.0V;15.986;0.02007713388934930;19955389.648028700;6.288741832131640;1438775.9737182800;872.2295614356480
1854;YZ Cet b;0.0022;0.06788735148253090;0.01634;4000000000.0;M4.0Ve;3.6;0.18255002097925000;7057625912.129220;6.069413143202820;95988743.97116910;4462.569849205640
217;GJ 436 b;0.05836;0.32519;0.023350056000000000;6000000000.0;M3V;10.2;0.5758763064071760;1047368.6704246700;5.93639143654345;1532603.3379245900;40.56881681096040
1639;TRAPPIST-1 b;0.0027;0.09689;0.01111;7600000000.0;M7.5e;12.1;0.007100529125776830;1099755838.2869800;5.768360403321840;52123679.62694880;1217.0645043288100
1356;LTT 1445A c;0.00485;0.10233;0.0206682;5200000000.0;M3.0;6.9;0.08490820604431220;10870497.988035600;5.748406201087560;2476024.5643838500;252.37244792393100
997;K2-146 b;0.01816;0.183;0.023517;5000000000.0;M3.0V;79.31;0.0025480916314562900;131337.60991372200;5.646371415199210;32230.139923970000;230.08926678779300
223;GJ 581 e;0.005214;0.09343495693376260;0.025375;8000000000.0;M3V;6.21;0.03190075242024380;22814666.610428500;5.622928171556750;3162163.496318560;405.6881681096040
1604;TOI-544 b;0.00909;0.1802;0.0225;5200000000.0;K;41.1;0.043046660551467500;7019.89138476086;5.5974005399112400;17199.41570764390;22.845627139366000
1655;TYC 2187-512-1 b;0.34;0.9867788311029270;1.159;5200000000.0;M1.0V;15.485;0.06104670677825450;26700.637282028200;5.5962962133596700;1416.6306410999800;1054.7892370849700
207;GJ 3998 b;0.00777;0.11724104216970600;0.029;5200000000.0;M1V;17.8;0.026275570427481500;182688.8359341750;5.543238126513260;73225.45783923530;138.29721937170700
1601;TOI-532 b;0.1935;0.5192;0.0296;7100000000.0;MV;134.61;0.007470534326845450;19480.741482552900;5.538097931295640;16322.547592431800;66.09645552796810
210;GJ 414 A c;0.17705;0.7833;1.29701;12400000000.0;K7V;11.893;0.012873621909972600;11923.25428488120;5.452300599192430;971.1768282775980;669.3854773808460
1640;TRAPPIST-1 c;0.00434;0.09421;0.01521;7600000000.0;M7.5e;12.1;0.005018148153254380;244056373.28212500;5.405434046544340;10839447.085369300;1217.0645043288100
706;HD 260655 b;0.00673;0.1106;0.028186130000000000;5000000000.0;M0.0V;9.9976;0.07139957839127070;4141113.4381262700;5.382602572777220;578353.6689764760;385.40375970412300
42;BD-06 1339 e;0.0104;0.15218547768823800;0.029100000000000000;4400000000.0;K7V/M0V;20.0;0.07942576883523500;19833.83046952070;5.376530871691690;25669.224778810100;41.54282131313370
199;GJ 3634 b;0.026;0.22152684753475800;0.026404;5200000000.0;M2;19.8;0.07180803451171430;1130102.3329155300;5.334888749348660;367783.0063169420;163.92737342214800
1476;TOI-1235 b;0.0186;0.15113;0.03826;800000000.0;M0.5V;39.68;0.6928318013989560;10137.043552800200;5.25462312227483;1250.4641467727100;425.97257651508400
201;GJ 3779 b;0.0252;0.20655137365799;0.024180000000000000;5200000000.0;M4V;13.748;0.07978461808999800;71379842.20159410;5.22700842769557;4180360.7491065600;892.5139698411280
1855;YZ Cet c;0.00359;0.07855495401338260;0.0206976;4000000000.0;M4.0Ve;3.6;0.21077528484138700;3197725781.0987500;5.035902070313190;36085561.51607480;4462.569849205640
1329;LHS 1140 c;0.00569;0.11437;0.018457500000000000;5000000000.0;M4.5V;12.47;0.026967158693559500;19342304.968729600;5.013224240859040;1905551.7017216900;508.86739024563
576;HD 189733 b;1.138;1.138;0.031;600000000.0;K2V;19.3;539.6148462084870;129364.2924320900;4.99848305119069;98388.71421254840;65.72148323375580
